datetime,year,month,day,hour,O3,O3_24h,O3_8h,O3_8h_24h
2017-11-07 12:00:00,2017,11,7,12,99.0,103.0,45.0,45.0
2017-11-07 13:00:00,2017,11,7,13,114.0,113.0,57.0,57.0
2017-11-07 14:00:00,2017,11,7,14,118.0,118.0,70.0,70.0
2017-11-07 15:00:00,2017,11,7,15,117.0,119.0,83.0,83.0
2017-11-07 16:00:00,2017,11,7,16,109.0,119.0,93.0,93.0
2017-11-07 17:00:00,2017,11,7,17,94.0,119.0,99.0,99.0
2017-11-07 18:00:00,2017,11,7,18,68.0,119.0,99.0,101.0
2017-11-07 19:00:00,2017,11,7,19,34.0,119.0,93.0,101.0
2017-11-07 20:00:00,2017,11,7,20,20.0,119.0,83.0,101.0
2017-11-07 21:00:00,2017,11,7,21,13.0,119.0,71.0,101.0
2017-11-07 22:00:00,2017,11,7,22,9.0,119.0,56.0,101.0
2017-11-07 23:00:00,2017,11,7,23,7.0,119.0,43.0,101.0
2017-11-08 00:00:00,2017,11,8,0,5.0,119.0,31.0,101.0
2017-11-08 01:00:00,2017,11,8,1,5.0,119.0,5.0,5.0
2017-11-08 02:00:00,2017,11,8,2,4.0,119.0,4.0,5.0
2017-11-08 03:00:00,2017,11,8,3,4.0,119.0,5.0,5.0
2017-11-08 04:00:00,2017,11,8,4,4.0,119.0,4.0,5.0
2017-11-08 05:00:00,2017,11,8,5,4.0,119.0,4.0,5.0
2017-11-08 06:00:00,2017,11,8,6,4.0,119.0,4.0,5.0
2017-11-08 07:00:00,2017,11,8,7,5.0,119.0,4.0,5.0
2017-11-08 08:00:00,2017,11,8,8,6.0,119.0,5.0,5.0
2017-11-08 09:00:00,2017,11,8,9,6.0,119.0,5.0,6.0
2017-11-08 10:00:00,2017,11,8,10,7.0,119.0,5.0,6.0
2017-11-08 11:00:00,2017,11,8,11,12.0,119.0,6.0,6.0
2017-11-08 12:00:00,2017,11,8,12,56.0,119.0,12.0,12.0
2017-11-08 13:00:00,2017,11,8,13,106.0,123.0,23.0,23.0
2017-11-08 14:00:00,2017,11,8,14,139.0,141.0,40.0,40.0
2017-11-08 15:00:00,2017,11,8,15,146.0,148.0,58.0,58.0
2017-11-08 16:00:00,2017,11,8,16,147.0,149.0,76.0,76.0
2017-11-08 17:00:00,2017,11,8,17,135.0,149.0,93.0,93.0
2017-11-08 18:00:00,2017,11,8,18,112.0,149.0,106.0,106.0
2017-11-08 19:00:00,2017,11,8,19,95.0,149.0,117.0,117.0
2017-11-08 20:00:00,2017,11,8,20,74.0,149.0,119.0,120.0
2017-11-08 21:00:00,2017,11,8,21,61.0,149.0,114.0,121.0
2017-11-08 22:00:00,2017,11,8,22,59.0,149.0,105.0,121.0
2017-11-08 23:00:00,2017,11,8,23,70.0,149.0,95.0,121.0
2017-11-09 00:00:00,2017,11,9,0,75.0,149.0,90.0,122.0
2017-11-09 01:00:00,2017,11,9,1,62.0,149.0,62.0,62.0
2017-11-09 02:00:00,2017,11,9,2,27.0,149.0,44.0,62.0
2017-11-09 03:00:00,2017,11,9,3,19.0,149.0,36.0,62.0
2017-11-09 04:00:00,2017,11,9,4,13.0,149.0,30.0,62.0
2017-11-09 05:00:00,2017,11,9,5,18.0,149.0,28.0,62.0
2017-11-09 06:00:00,2017,11,9,6,26.0,149.0,27.0,62.0
2017-11-09 07:00:00,2017,11,9,7,18.0,149.0,26.0,62.0
2017-11-09 08:00:00,2017,11,9,8,16.0,149.0,25.0,62.0
2017-11-09 09:00:00,2017,11,9,9,35.0,149.0,22.0,62.0
2017-11-09 10:00:00,2017,11,9,10,46.0,149.0,24.0,63.0
2017-11-09 11:00:00,2017,11,9,11,61.0,149.0,29.0,64.0
2017-11-09 12:00:00,2017,11,9,12,73.0,149.0,37.0,65.0
2017-11-09 13:00:00,2017,11,9,13,80.0,149.0,45.0,67.0
2017-11-09 14:00:00,2017,11,9,14,87.0,147.0,51.0,70.0
2017-11-09 15:00:00,2017,11,9,15,83.0,146.0,60.0,74.0
2017-11-09 16:00:00,2017,11,9,16,61.0,134.0,66.0,76.0
2017-11-09 17:00:00,2017,11,9,17,36.0,112.0,66.0,77.0
2017-11-09 18:00:00,2017,11,9,18,18.0,96.0,59.0,72.0
2017-11-09 19:00:00,2017,11,9,19,12.0,91.0,52.0,72.0
2017-11-09 20:00:00,2017,11,9,20,15.0,89.0,45.0,72.0
2017-11-09 21:00:00,2017,11,9,21,17.0,89.0,39.0,72.0
2017-11-09 22:00:00,2017,11,9,22,22.0,89.0,32.0,72.0
2017-11-09 23:00:00,2017,11,9,23,55.0,91.0,30.0,72.0
2017-11-10 00:00:00,2017,11,10,0,56.0,90.0,29.0,62.0
2017-11-10 01:00:00,2017,11,10,1,52.0,89.0,52.0,52.0
2017-11-10 02:00:00,2017,11,10,2,50.0,89.0,51.0,52.0
2017-11-10 03:00:00,2017,11,10,3,49.0,89.0,50.0,52.0
2017-11-10 04:00:00,2017,11,10,4,49.0,89.0,50.0,52.0
2017-11-10 05:00:00,2017,11,10,5,51.0,89.0,50.0,52.0
2017-11-10 06:00:00,2017,11,10,6,45.0,89.0,49.0,52.0
2017-11-10 07:00:00,2017,11,10,7,40.0,89.0,48.0,52.0
2017-11-10 08:00:00,2017,11,10,8,39.0,89.0,47.0,52.0
2017-11-10 09:00:00,2017,11,10,9,43.0,89.0,46.0,52.0
2017-11-10 10:00:00,2017,11,10,10,51.0,89.0,46.0,53.0
2017-11-10 11:00:00,2017,11,10,11,60.0,89.0,47.0,53.0
2017-11-10 12:00:00,2017,11,10,12,66.0,89.0,49.0,54.0
2017-11-10 13:00:00,2017,11,10,13,68.0,90.0,51.0,55.0
2017-11-10 14:00:00,2017,11,10,14,70.0,86.0,54.0,56.0
2017-11-10 15:00:00,2017,11,10,15,70.0,75.0,58.0,59.0
2017-11-10 16:00:00,2017,11,10,16,61.0,73.0,61.0,61.0
2017-11-10 17:00:00,2017,11,10,17,59.0,73.0,64.0,64.0
2017-11-10 18:00:00,2017,11,10,18,56.0,73.0,65.0,65.0
2017-11-10 19:00:00,2017,11,10,19,45.0,73.0,63.0,65.0
2017-11-10 20:00:00,2017,11,10,20,42.0,73.0,59.0,65.0
2017-11-10 21:00:00,2017,11,10,21,39.0,73.0,56.0,65.0
2017-11-10 22:00:00,2017,11,10,22,39.0,73.0,52.0,65.0
2017-11-10 23:00:00,2017,11,10,23,38.0,73.0,47.0,65.0
2017-11-11 00:00:00,2017,11,11,0,34.0,73.0,44.0,65.0
2017-11-11 01:00:00,2017,11,11,1,29.0,73.0,29.0,29.0
2017-11-11 02:00:00,2017,11,11,2,27.0,73.0,28.0,30.0
2017-11-11 03:00:00,2017,11,11,3,25.0,73.0,27.0,30.0
2017-11-11 04:00:00,2017,11,11,4,20.0,73.0,25.0,30.0
2017-11-11 05:00:00,2017,11,11,5,15.0,73.0,23.0,30.0
2017-11-11 06:00:00,2017,11,11,6,9.0,73.0,21.0,30.0
2017-11-11 07:00:00,2017,11,11,7,6.0,73.0,19.0,30.0
2017-11-11 08:00:00,2017,11,11,8,8.0,73.0,17.0,30.0
2017-11-11 09:00:00,2017,11,11,9,15.0,73.0,16.0,30.0
2017-11-11 10:00:00,2017,11,11,10,28.0,73.0,16.0,30.0
2017-11-11 11:00:00,2017,11,11,11,45.0,73.0,18.0,30.0
2017-11-11 12:00:00,2017,11,11,12,54.0,72.0,23.0,32.0
2017-11-11 13:00:00,2017,11,11,13,58.0,73.0,28.0,33.0
2017-11-11 14:00:00,2017,11,11,14,60.0,71.0,34.0,36.0
2017-11-11 15:00:00,2017,11,11,15,58.0,64.0,41.0,41.0
2017-11-11 16:00:00,2017,11,11,16,55.0,62.0,46.0,46.0
2017-11-11 17:00:00,2017,11,11,17,50.0,61.0,50.0,50.0
2017-11-11 18:00:00,2017,11,11,18,36.0,61.0,52.0,52.0
2017-11-11 19:00:00,2017,11,11,19,26.0,61.0,49.0,52.0
2017-11-11 20:00:00,2017,11,11,20,17.0,61.0,45.0,52.0
2017-11-11 21:00:00,2017,11,11,21,9.0,61.0,39.0,52.0
2017-11-11 22:00:00,2017,11,11,22,7.0,61.0,32.0,52.0
2017-11-11 23:00:00,2017,11,11,23,5.0,61.0,26.0,52.0
2017-11-12 00:00:00,2017,11,12,0,4.0,60.0,19.0,51.0
2017-11-12 01:00:00,2017,11,12,1,4.0,61.0,4.0,4.0
2017-11-12 02:00:00,2017,11,12,2,5.0,61.0,4.0,4.0
2017-11-12 03:00:00,2017,11,12,3,4.0,61.0,4.0,4.0
2017-11-12 04:00:00,2017,11,12,4,4.0,61.0,4.0,4.0
2017-11-12 05:00:00,2017,11,12,5,4.0,61.0,4.0,4.0
2017-11-12 06:00:00,2017,11,12,6,4.0,61.0,4.0,4.0
2017-11-12 07:00:00,2017,11,12,7,4.0,61.0,4.0,4.0
2017-11-12 08:00:00,2017,11,12,8,6.0,61.0,4.0,4.0
2017-11-12 09:00:00,2017,11,12,9,12.0,61.0,5.0,5.0
2017-11-12 10:00:00,2017,11,12,10,20.0,61.0,7.0,7.0
2017-11-12 11:00:00,2017,11,12,11,24.0,61.0,10.0,10.0
2017-11-12 12:00:00,2017,11,12,12,23.0,60.0,13.0,13.0
2017-11-12 13:00:00,2017,11,12,13,27.0,60.0,16.0,16.0
2017-11-12 14:00:00,2017,11,12,14,37.0,58.0,21.0,21.0
2017-11-12 15:00:00,2017,11,12,15,38.0,54.0,25.0,25.0
2017-11-12 16:00:00,2017,11,12,16,25.0,52.0,26.0,27.0
2017-11-12 17:00:00,2017,11,12,17,14.0,42.0,26.0,27.0
2017-11-12 18:00:00,2017,11,12,18,8.0,40.0,25.0,27.0
2017-11-12 19:00:00,2017,11,12,19,5.0,40.0,22.0,27.0
2017-11-12 20:00:00,2017,11,12,20,5.0,40.0,20.0,27.0
2017-11-12 21:00:00,2017,11,12,21,5.0,40.0,17.0,27.0
2017-11-12 22:00:00,2017,11,12,22,4.0,40.0,13.0,27.0
2017-11-12 23:00:00,2017,11,12,23,4.0,40.0,9.0,27.0
2017-11-13 00:00:00,2017,11,13,0,4.0,40.0,6.0,27.0
2017-11-13 01:00:00,2017,11,13,1,4.0,40.0,4.0,4.0
2017-11-13 02:00:00,2017,11,13,2,5.0,40.0,5.0,5.0
2017-11-13 03:00:00,2017,11,13,3,5.0,40.0,5.0,5.0
2017-11-13 04:00:00,2017,11,13,4,6.0,39.0,5.0,5.0
2017-11-13 05:00:00,2017,11,13,5,15.0,39.0,7.0,7.0
2017-11-13 06:00:00,2017,11,13,6,15.0,39.0,8.0,9.0
2017-11-13 07:00:00,2017,11,13,7,9.0,39.0,8.0,9.0
2017-11-13 08:00:00,2017,11,13,8,15.0,40.0,9.0,9.0
2017-11-13 09:00:00,2017,11,13,9,28.0,42.0,12.0,12.0
2017-11-13 10:00:00,2017,11,13,10,41.0,44.0,18.0,18.0
2017-11-13 11:00:00,2017,11,13,11,55.0,55.0,26.0,26.0
2017-11-13 12:00:00,2017,11,13,12,65.0,64.0,32.0,32.0
2017-11-13 13:00:00,2017,11,13,13,74.0,72.0,38.0,38.0
2017-11-13 14:00:00,2017,11,13,14,79.0,79.0,46.0,46.0
2017-11-13 15:00:00,2017,11,13,15,80.0,81.0,55.0,55.0
2017-11-13 16:00:00,2017,11,13,16,76.0,81.0,62.0,62.0
2017-11-13 17:00:00,2017,11,13,17,62.0,81.0,66.0,66.0
2017-11-13 18:00:00,2017,11,13,18,32.0,81.0,65.0,66.0
2017-11-13 19:00:00,2017,11,13,19,18.0,81.0,60.0,66.0
2017-11-13 20:00:00,2017,11,13,20,29.0,82.0,57.0,67.0
2017-11-13 21:00:00,2017,11,13,21,39.0,81.0,52.0,66.0
2017-11-13 22:00:00,2017,11,13,22,34.0,81.0,47.0,66.0
2017-11-13 23:00:00,2017,11,13,23,25.0,81.0,39.0,66.0
2017-11-14 00:00:00,2017,11,14,0,11.0,81.0,31.0,66.0
2017-11-14 01:00:00,2017,11,14,1,8.0,81.0,8.0,8.0
2017-11-14 02:00:00,2017,11,14,2,6.0,81.0,7.0,9.0
2017-11-14 03:00:00,2017,11,14,3,11.0,81.0,9.0,10.0
2017-11-14 04:00:00,2017,11,14,4,17.0,81.0,11.0,12.0
2017-11-14 05:00:00,2017,11,14,5,19.0,81.0,12.0,13.0
2017-11-14 06:00:00,2017,11,14,6,15.0,81.0,13.0,14.0
2017-11-14 07:00:00,2017,11,14,7,15.0,81.0,13.0,14.0
2017-11-14 08:00:00,2017,11,14,8,16.0,81.0,14.0,15.0
2017-11-14 09:00:00,2017,11,14,9,24.0,81.0,15.0,17.0
2017-11-14 10:00:00,2017,11,14,10,32.0,81.0,19.0,19.0
2017-11-14 11:00:00,2017,11,14,11,36.0,81.0,22.0,22.0
2017-11-14 12:00:00,2017,11,14,12,41.0,81.0,25.0,25.0
2017-11-14 13:00:00,2017,11,14,13,47.0,81.0,28.0,28.0
2017-11-14 14:00:00,2017,11,14,14,55.0,81.0,33.0,33.0
2017-11-14 15:00:00,2017,11,14,15,54.0,76.0,38.0,38.0
2017-11-14 16:00:00,2017,11,14,16,43.0,65.0,41.0,41.0
2017-11-14 17:00:00,2017,11,14,17,32.0,57.0,42.0,42.0
2017-11-14 18:00:00,2017,11,14,18,15.0,57.0,40.0,42.0
2017-11-14 19:00:00,2017,11,14,19,11.0,57.0,37.0,42.0
2017-11-14 20:00:00,2017,11,14,20,7.0,57.0,33.0,42.0
2017-11-14 21:00:00,2017,11,14,21,6.0,56.0,28.0,42.0
2017-11-14 22:00:00,2017,11,14,22,5.0,56.0,22.0,42.0
2017-11-14 23:00:00,2017,11,14,23,5.0,56.0,15.0,42.0
2017-11-15 00:00:00,2017,11,15,0,5.0,56.0,11.0,42.0
2017-11-15 01:00:00,2017,11,15,1,5.0,56.0,5.0,5.0
2017-11-15 02:00:00,2017,11,15,2,4.0,56.0,5.0,5.0
2017-11-15 03:00:00,2017,11,15,3,4.0,56.0,4.0,5.0
2017-11-15 04:00:00,2017,11,15,4,4.0,56.0,4.0,5.0
2017-11-15 05:00:00,2017,11,15,5,4.0,56.0,4.0,5.0
2017-11-15 06:00:00,2017,11,15,6,4.0,56.0,4.0,5.0
2017-11-15 07:00:00,2017,11,15,7,4.0,56.0,4.0,5.0
2017-11-15 08:00:00,2017,11,15,8,6.0,56.0,5.0,5.0
2017-11-15 09:00:00,2017,11,15,9,10.0,56.0,5.0,5.0
2017-11-15 10:00:00,2017,11,15,10,17.0,56.0,7.0,7.0
2017-11-15 11:00:00,2017,11,15,11,26.0,56.0,10.0,10.0
2017-11-15 12:00:00,2017,11,15,12,38.0,56.0,13.0,13.0
2017-11-15 13:00:00,2017,11,15,13,54.0,56.0,19.0,19.0
2017-11-15 14:00:00,2017,11,15,14,58.0,59.0,26.0,26.0
2017-11-15 15:00:00,2017,11,15,15,61.0,61.0,33.0,33.0
2017-11-15 16:00:00,2017,11,15,16,59.0,61.0,40.0,40.0
2017-11-15 17:00:00,2017,11,15,17,51.0,61.0,45.0,45.0
2017-11-15 18:00:00,2017,11,15,18,33.0,61.0,47.0,47.0
2017-11-15 19:00:00,2017,11,15,19,25.0,61.0,47.0,48.0
2017-11-15 20:00:00,2017,11,15,20,19.0,61.0,45.0,48.0
2017-11-15 21:00:00,2017,11,15,21,14.0,61.0,40.0,48.0
2017-11-15 22:00:00,2017,11,15,22,10.0,61.0,34.0,48.0
2017-11-15 23:00:00,2017,11,15,23,7.0,61.0,27.0,48.0
2017-11-16 00:00:00,2017,11,16,0,7.0,61.0,21.0,48.0
2017-11-16 01:00:00,2017,11,16,1,5.0,61.0,5.0,5.0
2017-11-16 02:00:00,2017,11,16,2,5.0,61.0,5.0,6.0
2017-11-16 03:00:00,2017,11,16,3,4.0,61.0,5.0,6.0
2017-11-16 04:00:00,2017,11,16,4,4.0,61.0,5.0,6.0
2017-11-16 05:00:00,2017,11,16,5,4.0,61.0,4.0,6.0
2017-11-16 06:00:00,2017,11,16,6,5.0,61.0,5.0,6.0
2017-11-16 07:00:00,2017,11,16,7,5.0,61.0,4.0,6.0
2017-11-16 08:00:00,2017,11,16,8,5.0,61.0,5.0,6.0
2017-11-16 09:00:00,2017,11,16,9,7.0,61.0,5.0,6.0
2017-11-16 10:00:00,2017,11,16,10,9.0,61.0,5.0,6.0
2017-11-16 11:00:00,2017,11,16,11,12.0,61.0,6.0,7.0
2017-11-16 12:00:00,2017,11,16,12,16.0,61.0,8.0,8.0
2017-11-16 13:00:00,2017,11,16,13,27.0,61.0,10.0,10.0
2017-11-16 14:00:00,2017,11,16,14,39.0,61.0,15.0,15.0
2017-11-16 15:00:00,2017,11,16,15,44.0,59.0,20.0,20.0
2017-11-16 16:00:00,2017,11,16,16,46.0,53.0,25.0,25.0
2017-11-16 17:00:00,2017,11,16,17,28.0,47.0,28.0,28.0
2017-11-16 18:00:00,2017,11,16,18,16.0,46.0,29.0,29.0
2017-11-16 19:00:00,2017,11,16,19,11.0,46.0,29.0,29.0
2017-11-16 20:00:00,2017,11,16,20,8.0,46.0,27.0,29.0
2017-11-16 21:00:00,2017,11,16,21,5.0,46.0,25.0,29.0
2017-11-16 22:00:00,2017,11,16,22,4.0,46.0,20.0,29.0
2017-11-16 23:00:00,2017,11,16,23,4.0,47.0,16.0,30.0
2017-11-17 00:00:00,2017,11,17,0,4.0,46.0,10.0,29.0
2017-11-17 01:00:00,2017,11,17,1,4.0,46.0,4.0,4.0
2017-11-17 02:00:00,2017,11,17,2,4.0,46.0,4.0,4.0
2017-11-17 03:00:00,2017,11,17,3,4.0,46.0,4.0,4.0
2017-11-17 04:00:00,2017,11,17,4,4.0,46.0,4.0,4.0
2017-11-17 05:00:00,2017,11,17,5,4.0,46.0,4.0,4.0
2017-11-17 06:00:00,2017,11,17,6,4.0,46.0,4.0,4.0
2017-11-17 07:00:00,2017,11,17,7,4.0,46.0,4.0,4.0
2017-11-17 08:00:00,2017,11,17,8,5.0,46.0,4.0,4.0
2017-11-17 09:00:00,2017,11,17,9,6.0,46.0,4.0,4.0
2017-11-17 10:00:00,2017,11,17,10,8.0,46.0,5.0,5.0
2017-11-17 11:00:00,2017,11,17,11,12.0,46.0,6.0,6.0
2017-11-17 12:00:00,2017,11,17,12,14.0,46.0,7.0,7.0
2017-11-17 13:00:00,2017,11,17,13,11.0,46.0,8.0,8.0
2017-11-17 14:00:00,2017,11,17,14,21.0,46.0,10.0,10.0
2017-11-17 15:00:00,2017,11,17,15,38.0,46.0,14.0,14.0
2017-11-17 16:00:00,2017,11,17,16,40.0,42.0,19.0,19.0
2017-11-17 17:00:00,2017,11,17,17,46.0,47.0,24.0,24.0
2017-11-17 18:00:00,2017,11,17,18,44.0,47.0,29.0,29.0
2017-11-17 19:00:00,2017,11,17,19,42.0,47.0,33.0,33.0
2017-11-17 20:00:00,2017,11,17,20,38.0,47.0,36.0,36.0
2017-11-17 21:00:00,2017,11,17,21,36.0,47.0,38.0,38.0
2017-11-17 22:00:00,2017,11,17,22,43.0,47.0,41.0,41.0
2017-11-17 23:00:00,2017,11,17,23,48.0,49.0,42.0,42.0
2017-11-18 00:00:00,2017,11,18,0,52.0,52.0,44.0,44.0
2017-11-18 01:00:00,2017,11,18,1,51.0,52.0,51.0,51.0
2017-11-18 02:00:00,2017,11,18,2,48.0,52.0,50.0,51.0
2017-11-18 03:00:00,2017,11,18,3,47.0,52.0,49.0,51.0
2017-11-18 04:00:00,2017,11,18,4,48.0,52.0,49.0,51.0
2017-11-18 05:00:00,2017,11,18,5,43.0,52.0,47.0,51.0
2017-11-18 06:00:00,2017,11,18,6,37.0,52.0,46.0,51.0
2017-11-18 07:00:00,2017,11,18,7,33.0,52.0,44.0,51.0
2017-11-18 08:00:00,2017,11,18,8,33.0,52.0,43.0,51.0
2017-11-18 09:00:00,2017,11,18,9,37.0,52.0,41.0,51.0
2017-11-18 10:00:00,2017,11,18,10,42.0,52.0,40.0,51.0
2017-11-18 11:00:00,2017,11,18,11,47.0,53.0,40.0,51.0
2017-11-18 12:00:00,2017,11,18,12,54.0,55.0,41.0,51.0
2017-11-18 13:00:00,2017,11,18,13,58.0,58.0,43.0,51.0
2017-11-18 14:00:00,2017,11,18,14,59.0,59.0,45.0,51.0
2017-11-18 15:00:00,2017,11,18,15,51.0,59.0,48.0,52.0
2017-11-18 16:00:00,2017,11,18,16,44.0,59.0,49.0,52.0
2017-11-18 17:00:00,2017,11,18,17,33.0,59.0,48.0,52.0
2017-11-18 18:00:00,2017,11,18,18,15.0,59.0,45.0,52.0
2017-11-18 19:00:00,2017,11,18,19,10.0,59.0,40.0,52.0
2017-11-18 20:00:00,2017,11,18,20,14.0,59.0,35.0,52.0
2017-11-18 21:00:00,2017,11,18,21,14.0,59.0,30.0,52.0
2017-11-18 22:00:00,2017,11,18,22,15.0,59.0,24.0,52.0
2017-11-18 23:00:00,2017,11,18,23,13.0,59.0,20.0,52.0
2017-11-19 00:00:00,2017,11,19,0,8.0,59.0,15.0,49.0
2017-11-19 01:00:00,2017,11,19,1,6.0,59.0,6.0,6.0
2017-11-19 02:00:00,2017,11,19,2,4.0,59.0,5.0,6.0
2017-11-19 03:00:00,2017,11,19,3,4.0,59.0,5.0,6.0
2017-11-19 04:00:00,2017,11,19,4,4.0,59.0,5.0,6.0
2017-11-19 05:00:00,2017,11,19,5,4.0,59.0,5.0,6.0
2017-11-19 06:00:00,2017,11,19,6,5.0,59.0,4.0,6.0
2017-11-19 07:00:00,2017,11,19,7,4.0,59.0,4.0,6.0
2017-11-19 08:00:00,2017,11,19,8,5.0,59.0,5.0,6.0
2017-11-19 09:00:00,2017,11,19,9,6.0,59.0,4.0,6.0
2017-11-19 10:00:00,2017,11,19,10,7.0,59.0,5.0,6.0
2017-11-19 11:00:00,2017,11,19,11,11.0,59.0,6.0,6.0
2017-11-19 12:00:00,2017,11,19,12,11.0,59.0,7.0,7.0
2017-11-19 13:00:00,2017,11,19,13,14.0,61.0,8.0,8.0
2017-11-19 14:00:00,2017,11,19,14,15.0,52.0,9.0,9.0
2017-11-19 15:00:00,2017,11,19,15,20.0,44.0,11.0,11.0
2017-11-19 16:00:00,2017,11,19,16,19.0,33.0,13.0,13.0
2017-11-19 17:00:00,2017,11,19,17,26.0,28.0,15.0,15.0
2017-11-19 18:00:00,2017,11,19,18,24.0,30.0,17.0,17.0
2017-11-19 19:00:00,2017,11,19,19,18.0,30.0,19.0,19.0
2017-11-19 20:00:00,2017,11,19,20,16.0,30.0,19.0,20.0
2017-11-19 21:00:00,2017,11,19,21,6.0,30.0,18.0,20.0
2017-11-19 22:00:00,2017,11,19,22,3.0,30.0,16.0,20.0
2017-11-19 23:00:00,2017,11,19,23,3.0,30.0,14.0,20.0
2017-11-20 00:00:00,2017,11,20,0,3.0,30.0,12.0,20.0
2017-11-20 01:00:00,2017,11,20,1,3.0,30.0,3.0,3.0
2017-11-20 02:00:00,2017,11,20,2,3.0,30.0,3.0,3.0
2017-11-20 03:00:00,2017,11,20,3,4.0,30.0,3.0,3.0
2017-11-20 04:00:00,2017,11,20,4,4.0,30.0,4.0,4.0
2017-11-20 05:00:00,2017,11,20,5,5.0,30.0,4.0,4.0
2017-11-20 06:00:00,2017,11,20,6,4.0,30.0,4.0,4.0
2017-11-20 07:00:00,2017,11,20,7,4.0,30.0,4.0,4.0
2017-11-20 08:00:00,2017,11,20,8,5.0,30.0,4.0,4.0
2017-11-20 09:00:00,2017,11,20,9,8.0,30.0,5.0,5.0
2017-11-20 10:00:00,2017,11,20,10,16.0,30.0,6.0,6.0
2017-11-20 11:00:00,2017,11,20,11,30.0,33.0,10.0,10.0
2017-11-20 12:00:00,2017,11,20,12,41.0,41.0,14.0,14.0
2017-11-20 13:00:00,2017,11,20,13,50.0,50.0,20.0,20.0
2017-11-20 14:00:00,2017,11,20,14,55.0,54.0,26.0,26.0
2017-11-20 15:00:00,2017,11,20,15,52.0,54.0,32.0,32.0
2017-11-20 16:00:00,2017,11,20,16,46.0,54.0,37.0,37.0
2017-11-20 17:00:00,2017,11,20,17,30.0,54.0,40.0,40.0
2017-11-20 18:00:00,2017,11,20,18,11.0,54.0,39.0,40.0
2017-11-20 19:00:00,2017,11,20,19,5.0,54.0,36.0,40.0
2017-11-20 20:00:00,2017,11,20,20,4.0,54.0,31.0,40.0
2017-11-20 21:00:00,2017,11,20,21,4.0,54.0,25.0,40.0
2017-11-20 22:00:00,2017,11,20,22,4.0,54.0,19.0,40.0
2017-11-20 23:00:00,2017,11,20,23,4.0,54.0,14.0,40.0
2017-11-21 00:00:00,2017,11,21,0,4.0,54.0,8.0,40.0
2017-11-21 01:00:00,2017,11,21,1,4.0,54.0,4.0,4.0
2017-11-21 02:00:00,2017,11,21,2,4.0,54.0,4.0,4.0
2017-11-21 03:00:00,2017,11,21,3,4.0,54.0,4.0,4.0
2017-11-21 04:00:00,2017,11,21,4,4.0,54.0,4.0,4.0
2017-11-21 05:00:00,2017,11,21,5,4.0,54.0,4.0,4.0
2017-11-21 06:00:00,2017,11,21,6,4.0,54.0,4.0,4.0
2017-11-21 07:00:00,2017,11,21,7,4.0,54.0,4.0,4.0
2017-11-21 08:00:00,2017,11,21,8,5.0,54.0,4.0,4.0
2017-11-21 09:00:00,2017,11,21,9,6.0,54.0,4.0,4.0
2017-11-21 10:00:00,2017,11,21,10,11.0,54.0,5.0,5.0
2017-11-21 11:00:00,2017,11,21,11,24.0,54.0,8.0,8.0
2017-11-21 12:00:00,2017,11,21,12,39.0,55.0,12.0,12.0
2017-11-21 13:00:00,2017,11,21,13,65.0,65.0,19.0,19.0
2017-11-21 14:00:00,2017,11,21,14,79.0,77.0,28.0,28.0
2017-11-21 15:00:00,2017,11,21,15,75.0,79.0,37.0,37.0
2017-11-21 16:00:00,2017,11,21,16,62.0,79.0,44.0,44.0
2017-11-21 17:00:00,2017,11,21,17,52.0,79.0,50.0,50.0
2017-11-21 18:00:00,2017,11,21,18,46.0,79.0,55.0,55.0
2017-11-21 19:00:00,2017,11,21,19,36.0,79.0,56.0,56.0
2017-11-21 20:00:00,2017,11,21,20,28.0,79.0,55.0,56.0
2017-11-21 21:00:00,2017,11,21,21,35.0,79.0,51.0,56.0
2017-11-21 22:00:00,2017,11,21,22,41.0,79.0,47.0,56.0
2017-11-21 23:00:00,2017,11,21,23,43.0,79.0,43.0,56.0
2017-11-22 00:00:00,2017,11,22,0,46.0,79.0,41.0,56.0
2017-11-22 01:00:00,2017,11,22,1,51.0,79.0,51.0,51.0
2017-11-22 02:00:00,2017,11,22,2,57.0,79.0,54.0,54.0
2017-11-22 03:00:00,2017,11,22,3,60.0,79.0,56.0,56.0
2017-11-22 04:00:00,2017,11,22,4,56.0,79.0,56.0,57.0
2017-11-22 05:00:00,2017,11,22,5,58.0,79.0,56.0,57.0
2017-11-22 06:00:00,2017,11,22,6,56.0,79.0,56.0,57.0
2017-11-22 07:00:00,2017,11,22,7,44.0,79.0,54.0,57.0
2017-11-22 08:00:00,2017,11,22,8,39.0,79.0,53.0,57.0
2017-11-22 09:00:00,2017,11,22,9,50.0,79.0,52.0,57.0
2017-11-22 10:00:00,2017,11,22,10,60.0,79.0,53.0,57.0
2017-11-22 11:00:00,2017,11,22,11,64.0,79.0,53.0,57.0
2017-11-22 12:00:00,2017,11,22,12,72.0,80.0,55.0,58.0
2017-11-22 13:00:00,2017,11,22,13,78.0,81.0,57.0,59.0
2017-11-22 14:00:00,2017,11,22,14,82.0,81.0,60.0,61.0
2017-11-22 15:00:00,2017,11,22,15,81.0,82.0,65.0,65.0
2017-11-22 16:00:00,2017,11,22,16,81.0,82.0,71.0,71.0
2017-11-22 17:00:00,2017,11,22,17,72.0,82.0,73.0,73.0
2017-11-22 18:00:00,2017,11,22,18,55.0,82.0,73.0,74.0
